,int,int,str,str,float,int,int,int,int,int,int,int,float,int,float,int,int,int,int,int,int,int,float
0,,순위,선수명,팀명,ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,WHIP
616,2007,3,정민철,한화,2.9,26,,,12,5,0,0,0.706,,155.1,155,11,32,8,66,58,50,1.2
617,2007,4,류현진,한화,2.94,30,,,17,7,0,0,0.708,,211,195,15,68,3,178,74,69,1.25
618,2007,5,랜들,두산,3.12,28,,,12,8,0,0,0.6,,164.1,142,16,55,10,113,60,57,1.2
619,2007,6,박명환,LG,3.19,27,,,10,6,0,0,0.625,,155.1,133,11,72,4,117,59,55,1.32
620,2007,7,레이번,SK,3.27,32,,,17,8,0,0,0.68,,184.2,167,13,86,13,98,74,67,1.37
621,2007,8,브라운,삼성,3.33,30,,,12,8,0,0,0.6,,162.1,155,10,43,14,68,65,60,1.22
622,2007,9,손민한,롯데,3.34,30,,,13,10,0,0,0.565,,194,191,17,48,2,95,74,72,1.23
623,2007,10,장원삼,현대,3.63,30,,,9,10,0,0,0.474,,168.2,152,16,75,3,132,80,68,1.35
624,2007,11,로마노,SK,3.69,32,,,12,4,0,0,0.75,,146.1,158,9,67,5,81,72,60,1.54
625,2007,12,윤석민,KIA,3.78,28,,,7,18,0,0,0.28,,162,161,10,59,15,104,76,68,1.36
626,2007,13,김수경,현대,3.88,30,,,12,7,0,0,0.632,,176.1,170,19,61,2,127,85,76,1.31
627,2007,14,스코비,KIA,3.92,22,,,8,10,0,0,0.444,,126.1,123,11,62,5,58,57,55,1.46
628,2007,15,전병호,삼성,4.06,32,,,8,8,0,2,0.5,,137.1,148,11,41,4,39,71,62,1.38
629,2007,16,세드릭,한화,4.15,28,,,11,13,0,0,0.458,,158.1,143,7,104,10,140,81,73,1.56
630,2007,17,정재복,LG,4.42,44,,,6,5,1,2,0.545,,126.1,134,6,38,2,71,65,62,1.36
631,2007,18,황두성,현대,4.45,46,,,7,9,1,3,0.438,,139.2,121,13,51,1,142,76,69,1.23
632,2007,19,장원준,롯데,4.67,32,,,8,12,0,0,0.4,,156,171,14,69,9,103,87,81,1.54
633,2007,20,전준호,현대,4.75,26,,,6,10,0,0,0.375,,142,145,23,60,6,73,79,75,1.44
634,2008,1,윤석민,KIA,2.33,24,,,14,5,0,1,0.737,,154.2,121,10,42,4,119,45,40,1.05
635,2008,2,김광현,SK,2.39,27,,,16,4,0,0,0.8,,162,127,9,63,2,150,50,43,1.17
636,2008,3,봉중근,LG,2.66,28,,,11,8,0,0,0.579,,186.1,153,13,68,12,140,66,55,1.19
637,2008,4,채병용,SK,2.7,27,,,10,2,0,1,0.833,,136.2,126,10,43,6,81,43,41,1.24
638,2008,5,장원삼,우리,2.85,27,,,12,8,0,0,0.6,,167.1,145,9,57,2,126,54,53,1.21
639,2008,6,손민한,롯데,2.97,26,,,12,4,0,0,0.75,,179,183,12,40,1,80,66,59,1.25
640,2008,7,레이번,SK,3.3,26,,,5,3,0,0,0.625,,133.2,129,9,65,10,68,55,49,1.45
641,2008,8,류현진,한화,3.31,26,,,14,7,0,0,0.667,,165.2,144,12,67,1,143,66,61,1.27
642,2008,9,정현욱,삼성,3.4,53,,,10,4,0,11,0.714,,127,108,3,55,1,97,51,48,1.28
643,2008,10,마일영,우리,3.49,28,,,11,11,0,0,0.5,,173,155,11,57,12,83,77,67,1.23
644,2008,11,장원준,롯데,3.53,26,,,12,10,0,0,0.545,,155.2,162,12,54,4,102,75,61,1.39
645,2008,12,송승준,롯데,3.76,26,,,12,7,0,0,0.632,,153.1,154,7,70,6,114,78,64,1.46
646,2008,13,윤성환,삼성,3.92,35,,,10,11,0,2,0.476,,135.1,132,8,45,7,102,66,59,1.31
647,2008,14,옥스프링,LG,3.93,29,,,10,10,0,0,0.5,,174,182,12,77,12,110,83,76,1.49
648,2008,15,송진우,한화,4.48,31,,,6,8,0,2,0.429,,132.2,141,13,62,6,73,72,66,1.53
649,2008,16,랜들,두산,4.48,29,,,9,9,0,0,0.5,,150.2,171,15,49,9,101,78,75,1.46
650,2008,17,정민철,한화,5.23,25,,,6,10,0,0,0.375,,127.1,144,13,40,5,56,78,74,1.45
651,2009,1,김광현,SK,2.8,21,,,12,2,0,0,0.857,,138.1,121,14,53,4,112,46,43,1.26
652,2009,2,전병두,SK,3.11,49,,,8,4,8,1,0.667,,133.1,114,13,48,2,136,50,46,1.22
653,2009,3,로페즈,KIA,3.12,29,,,14,5,0,0,0.737,,190.1,200,6,41,10,129,83,66,1.27
654,2009,4,송은범,SK,3.13,31,,,12,3,0,0,0.8,,149.1,155,17,49,5,103,59,52,1.37
655,2009,5,양현종,KIA,3.15,29,,,12,5,0,1,0.706,,148.2,133,14,58,2,139,55,52,1.28
656,2009,6,구톰슨,KIA,3.24,26,,,13,4,0,0,0.765,,161.1,149,15,46,8,95,61,58,1.21
657,2009,7,봉중근,LG,3.29,26,,,11,12,0,0,0.478,,172.1,160,13,57,14,127,70,63,1.26
658,2009,8,류현진,한화,3.57,28,,,13,12,0,0,0.52,,189.1,180,19,67,2,188,80,75,1.3
659,2009,9,조정훈,롯데,4.05,27,,,14,9,0,0,0.609,,182.1,189,23,53,7,175,97,82,1.33
660,2009,10,장원준,롯데,4.15,28,,,13,8,0,0,0.619,,162.2,175,16,82,6,108,83,75,1.58
661,2009,11,이현승,히어로즈,4.18,30,,,13,10,0,0,0.565,,170,161,25,66,5,120,84,79,1.34
662,2009,12,윤성환,삼성,4.32,30,,,14,5,0,0,0.737,,166.2,163,19,34,10,131,83,80,1.18
663,2009,13,크루세타,삼성,4.36,30,,,9,10,0,0,0.474,,157,134,11,109,6,127,90,76,1.55
664,2009,14,송승준,롯데,4.72,29,,,13,8,0,0,0.619,,167.2,175,25,68,8,104,92,88,1.45
665,2009,15,김선우,두산,5.11,29,,,11,10,0,0,0.524,,148,176,18,48,6,89,93,84,1.51
666,2009,16,안영명,한화,5.18,26,,,11,8,0,0,0.579,,140.2,148,34,45,7,87,88,81,1.37
667,2010,1,류현진,한화,1.82,25,,,16,4,0,0,0.8,,192.2,149,11,45,9,187,42,39,1.01
668,2010,2,김광현,SK,2.37,31,,,17,7,0,0,0.708,,193.2,153,13,84,5,183,56,51,1.22
669,2010,3,카도쿠라,SK,3.22,30,,,14,7,0,0,0.667,,153.2,146,14,52,6,143,65,55,1.29
670,2010,4,히메네스,두산,3.32,27,,,14,5,0,0,0.737,,152,139,7,62,9,87,65,56,1.32
671,2010,5,서재응,KIA,3.34,24,,,9,7,0,0,0.563,,140,134,10,29,11,68,53,52,1.16
672,2010,6,장원삼,삼성,3.46,29,,,13,5,0,0,0.722,,151,139,13,44,5,115,62,58,1.21
673,2010,7,봉중근,LG,3.58,28,,,10,9,0,0,0.526,,178.1,166,13,69,14,130,74,71,1.32
674,2010,8,사도스키,롯데,3.87,27,,,10,8,0,0,0.556,,169.2,153,17,54,8,120,83,73,1.22
675,2010,9,김선우,두산,4.02,28,,,13,6,0,0,0.684,,154.2,163,12,50,8,128,77,69,1.38
676,2010,10,양현종,KIA,4.25,30,,,16,8,0,0,0.667,,169.1,169,9,98,6,145,84,80,1.58
677,2010,11,송승준,롯데,4.39,27,,,14,6,0,0,0.7,,168,156,20,60,9,113,90,82,1.29
678,2010,12,장원준,롯데,4.43,26,,,12,6,0,0,0.667,,144.1,158,24,48,8,113,77,71,1.43
679,2010,13,로페즈,KIA,4.66,27,,,4,10,1,0,0.286,,166,180,22,43,8,83,92,86,1.34
680,2010,14,번사이드,넥센,5.34,29,,,10,10,0,0,0.5,,140,150,16,82,18,98,91,83,1.66
681,2010,15,유원상,한화,5.5,29,,,5,14,0,0,0.263,,142.1,164,20,69,2,82,89,87,1.64
682,2011,1,윤석민,KIA,2.45,27,,,17,5,1,0,0.773,,172.1,137,10,44,6,178,53,47,1.05
683,2011,2,니퍼트,두산,2.55,29,,,15,6,0,0,0.714,,187,150,8,64,10,150,61,53,1.14
684,2011,3,김선우,두산,3.13,28,,,16,7,1,0,0.696,,175.2,188,12,35,6,89,68,61,1.27
685,2011,4,장원준,롯데,3.14,29,,,15,6,0,0,0.714,,180.2,195,7,62,9,129,72,63,1.42
686,2011,5,윤성환,삼성,3.54,24,,,14,5,0,0,0.737,,137.1,151,8,30,3,83,62,54,1.32
687,2011,6,주키치,LG,3.6,32,,,10,8,1,0,0.556,,187.2,174,9,53,1,150,86,75,1.21
688,2011,7,차우찬,삼성,3.69,24,,,10,6,0,0,0.625,,148.2,156,22,62,3,114,75,61,1.47
689,2011,8,리즈,LG,3.88,30,,,11,13,0,0,0.458,,164.2,149,11,84,15,122,79,71,1.41
690,2011,9,사도스키,롯데,3.91,25,,,11,8,0,0,0.579,,140.1,130,15,52,6,79,64,61,1.3
691,2011,10,로페즈,KIA,3.98,26,,,11,9,1,0,0.55,,153.2,153,14,26,9,106,71,68,1.16
692,2011,11,송승준,롯데,4.18,30,,,13,10,0,0,0.565,,172.1,181,17,59,7,126,84,80,1.39
693,2011,12,박현준,LG,4.18,29,,,13,10,0,0,0.565,,163.2,153,13,68,11,137,88,76,1.35
694,2011,13,고원준,롯데,4.19,36,,,9,7,2,0,0.563,,152.2,163,15,59,6,85,77,71,1.45
695,2011,14,양훈,한화,4.28,27,,,6,10,0,0,0.375,,143,145,15,60,5,110,75,68,1.43
696,2011,15,나이트,넥센,4.7,30,,,7,15,0,0,0.318,,172.1,169,12,98,12,115,98,90,1.55
697,2011,16,안승민,한화,5.89,29,,,7,9,0,0,0.438,,139,177,22,30,8,90,101,91,1.49
698,2012,1,나이트,넥센,2.2,30,,,16,4,0,0,0.8,,208.2,180,6,53,7,102,60,51,1.12
699,2012,2,노경은,두산,2.53,42,,,12,6,0,7,0.667,,146,106,6,69,8,133,46,41,1.2
700,2012,3,유먼,롯데,2.55,29,,,13,7,0,1,0.65,,179.2,156,10,56,1,142,58,51,1.18
701,2012,4,서재응,KIA,2.59,29,,,9,8,0,0,0.529,,160,143,7,51,7,97,51,46,1.21
702,2012,5,류현진,한화,2.66,27,,,9,9,0,0,0.5,,182.2,153,12,46,5,210,58,54,1.09
703,2012,6,김진우,KIA,2.9,24,,,10,5,0,0,0.667,,133.2,110,2,50,10,101,47,43,1.2
704,2012,7,이용찬,두산,3,26,,,10,11,0,0,0.476,,162,154,5,63,6,113,58,54,1.34
705,2012,8,윤석민,KIA,3.12,28,,,9,8,0,0,0.529,,153,120,9,33,8,137,60,53,1
706,2012,9,니퍼트,두산,3.2,29,,,11,10,0,0,0.524,,194,156,15,68,8,126,70,69,1.15
707,2012,10,배영수,삼성,3.21,26,,,12,8,0,0,0.6,,160,159,7,39,3,89,64,57,1.24
708,2012,11,밴헤켄,넥센,3.28,28,,,11,8,0,0,0.579,,170,166,16,60,3,132,68,62,1.33
709,2012,12,송승준,롯데,3.31,28,,,7,11,0,0,0.389,,163,158,12,57,8,117,73,60,1.32
710,2012,13,윤희상,SK,3.36,28,,,10,9,0,0,0.526,,163.1,164,10,49,6,100,66,61,1.3
711,2012,14,주키치,LG,3.45,30,,,11,8,0,1,0.579,,177.1,179,6,54,4,96,75,68,1.31
712,2012,15,소사,KIA,3.54,23,,,9,8,0,0,0.529,,147.1,137,9,39,8,104,62,58,1.19
713,2012,16,장원삼,삼성,3.55,27,,,17,6,0,1,0.739,,157,143,9,38,9,127,64,62,1.15
714,2012,17,리즈,LG,3.69,32,,,5,12,5,0,0.294,,151.1,138,6,68,9,144,68,62,1.36
715,2012,18,앤서니,KIA,3.83,32,,,11,13,1,0,0.458,,171.2,174,15,67,7,94,84,73,1.4
716,2012,19,탈보트,삼성,3.97,25,,,14,3,0,0,0.824,,138.1,136,8,54,5,68,63,61,1.37
717,2012,20,김혁민,한화,4.06,32,,,8,9,0,1,0.471,,146.1,137,9,45,9,102,69,66,1.24
718,2012,21,사도스키,롯데,4.32,29,,,8,8,0,1,0.5,,150,154,9,69,6,98,75,72,1.49
719,2012,22,김선우,두산,4.52,28,,,6,9,0,0,0.4,,163.1,182,13,41,8,63,91,82,1.37
720,2013,1,찰리,NC,2.48,29,,,11,7,0,0,0.611,,189,175,6,60,14,116,60,52,1.24
721,2013,2,이재학,NC,2.88,27,,,10,5,1,0,0.667,,156,123,12,59,14,144,53,50,1.17
722,2013,3,세든,SK,2.98,30,,,14,6,0,0,0.7,,187.1,169,14,73,11,160,65,62,1.29
723,2013,4,리즈,LG,3.06,32,,,10,13,0,0,0.435,,202.2,153,11,88,20,188,78,69,1.19
724,2013,5,윤성환,삼성,3.27,27,,,13,8,0,0,0.619,,170.2,167,16,37,4,122,69,62,1.2
725,2013,6,옥스프링,롯데,3.29,30,,,13,7,0,0,0.65,,183.1,164,10,69,11,144,79,67,1.27
726,2013,7,유희관,두산,3.53,41,,,10,7,1,3,0.588,,145.1,141,7,52,7,96,60,57,1.33
727,2013,8,유먼,롯데,3.54,31,,,13,4,0,0,0.765,,193.1,186,19,78,5,141,81,76,1.37
728,2013,9,에릭,NC,3.63,27,,,4,11,0,0,0.267,,178.1,163,12,50,17,127,83,72,1.19
729,2013,10,밴헤켄,넥센,3.73,29,,,12,10,0,0,0.545,,161.2,178,11,58,10,137,78,67,1.46
730,2013,11,송승준,롯데,3.76,29,,,12,6,0,0,0.667,,167.2,171,11,64,4,133,74,70,1.4
731,2013,12,노경은,두산,3.84,30,,,10,10,0,0,0.5,,180.1,171,16,75,6,153,88,77,1.36
732,2013,13,윤희상,SK,3.87,25,,,8,6,0,0,0.571,,151.1,147,17,44,7,120,72,65,1.26
733,2013,14,우규민,LG,3.91,30,,,10,8,0,2,0.556,,147.1,162,5,31,12,92,67,64,1.31
734,2013,15,밴덴헐크,삼성,3.95,24,,,7,9,0,0,0.438,,143.2,127,11,48,11,137,67,63,1.22
735,2013,16,바티스타,한화,4.2,29,,,7,7,0,0,0.5,,143.2,141,9,70,13,150,77,67,1.47
736,2013,17,강윤구,넥센,4.36,41,,,6,6,0,7,0.5,,130,112,6,75,8,131,69,63,1.44
737,2013,18,장원삼,삼성,4.38,27,,,13,10,1,0,0.565,,154,165,21,42,9,104,85,75,1.34
738,2013,19,나이트,넥센,4.43,30,,,12,10,0,0,0.545,,172.2,192,10,79,14,129,96,85,1.57
739,2013,20,김광현,SK,4.47,25,,,10,9,0,0,0.526,,133,128,12,68,4,102,72,66,1.47
740,2013,21,배영수,삼성,4.71,27,,,14,4,0,0,0.778,,151,193,9,38,14,101,83,79,1.53
741,2013,22,레이예스,SK,4.84,30,,,8,13,0,0,0.381,,173,157,15,91,7,135,99,93,1.43
742,2013,23,김혁민,한화,5.4,42,,,5,10,0,11,0.333,,146.2,142,25,60,12,96,93,88,1.38
743,2013,24,소사,KIA,5.47,29,,,9,9,0,1,0.5,,164.2,196,11,68,9,143,111,100,1.6
744,2013,25,이브랜드,한화,5.54,32,,,6,14,0,0,0.3,,172.1,190,7,65,10,129,110,106,1.48
745,2014,1,밴덴헐크,삼성,3.18,25,,,13,4,0,0,0.765,,152.2,125,15,45,5,180,54,54,1.11
746,2014,2,김광현,SK,3.42,28,,,13,9,0,0,0.591,,173.2,178,10,81,3,145,77,66,1.49
747,2014,3,밴헤켄,넥센,3.51,31,,,20,6,0,0,0.769,,187,193,9,53,3,178,81,73,1.32
748,2014,4,찰리,NC,3.81,28,,,12,8,0,0,0.6,,165.1,184,13,55,9,92,90,70,1.45
749,2014,5,니퍼트,두산,3.81,30,,,14,7,0,1,0.667,,179.1,186,17,48,6,158,83,76,1.3
750,2014,6,리오단,LG,3.96,28,,,9,10,0,0,0.474,,168,177,13,37,10,77,80,74,1.27
751,2014,7,에릭,NC,4.01,30,,,8,8,0,0,0.5,,172.2,169,14,62,14,112,86,77,1.34
752,2014,8,우규민,LG,4.04,29,,,11,5,0,0,0.688,,153.2,170,11,34,12,103,78,69,1.33
753,2014,9,장원삼,삼성,4.11,24,,,11,5,0,0,0.688,,129.1,149,16,37,5,63,70,59,1.44
754,2014,10,옥스프링,롯데,4.2,32,,,10,8,0,0,0.556,,184.1,184,20,63,5,130,93,86,1.34
755,2014,11,이재학,NC,4.21,29,,,10,9,0,0,0.526,,156,152,16,68,8,131,77,73,1.41
756,2014,12,양현종,KIA,4.25,29,,,16,8,0,0,0.667,,171.1,162,12,77,4,165,85,81,1.39
757,2014,13,윤성환,삼성,4.39,28,,,12,7,0,0,0.632,,170.1,196,18,37,8,133,87,83,1.37
758,2014,14,유희관,두산,4.42,30,,,12,9,0,0,0.571,,177.1,202,21,51,8,112,98,87,1.43
759,2014,15,장원준,롯데,4.59,27,,,10,9,0,0,0.526,,155,160,15,67,3,107,87,79,1.46
760,2014,16,마틴,삼성,4.78,23,,,9,6,0,0,0.6,,128,148,10,31,7,84,69,68,1.4
761,2014,17,류제국,LG,5.12,27,,,9,7,0,0,0.563,,147.2,146,13,58,13,128,100,84,1.38
762,2014,18,이태양,한화,5.29,30,,,7,10,0,0,0.412,,153,183,27,41,7,96,100,90,1.46
763,2014,19,배영수,삼성,5.45,25,,,8,6,0,0,0.571,,133.2,171,14,39,5,111,87,81,1.57
764,2014,20,앨버스,한화,5.89,28,,,6,13,0,0,0.316,,151.1,200,18,40,4,107,108,99,1.59
765,2014,21,유먼,롯데,5.93,28,,,12,10,0,0,0.545,,151.2,196,20,63,3,84,109,100,1.71
766,2014,22,임준섭,KIA,6.06,29,,,5,11,0,0,0.313,,130.2,157,15,67,6,54,95,88,1.71
767,2014,23,채병용,SK,6.37,27,,,8,12,0,0,0.4,,130,151,27,49,8,87,94,92,1.54
768,2015,1,양현종,KIA,2.44,32,,,15,6,0,1,0.714,,184.1,150,18,78,7,157,52,50,1.24
769,2015,2,해커,NC,3.13,31,,,19,5,0,0,0.792,,204,174,14,36,25,164,81,71,1.03
770,2015,3,피가로,삼성,3.38,25,,,13,7,0,0,0.65,,165,154,16,51,7,117,66,62,1.24
771,2015,4,우규민,LG,3.42,25,,,11,9,0,0,0.55,,152.2,163,13,17,12,119,64,58,1.18
772,2015,5,린드블럼,롯데,3.56,32,,,13,11,0,0,0.542,,210,196,28,52,12,180,86,83,1.18
773,2015,6,밴헤켄,넥센,3.62,32,,,15,8,0,0,0.652,,196.2,190,14,67,1,193,92,79,1.31
774,2015,7,김광현,SK,3.72,30,,,14,6,0,1,0.7,,176.2,173,19,66,3,160,86,73,1.35
775,2015,8,윤성환,삼성,3.76,30,,,17,8,0,0,0.68,,194,199,27,30,10,164,86,81,1.18
776,2015,9,레일리,롯데,3.91,31,,,11,9,0,0,0.55,,179.1,182,20,57,15,134,93,78,1.33
777,2015,10,유희관,두산,3.94,30,,,18,5,0,0,0.783,,189.2,193,23,44,4,126,84,83,1.25
778,2015,11,소사,LG,4.03,32,,,10,12,0,1,0.455,,194.1,199,16,36,5,177,102,87,1.21
779,2015,12,장원준,두산,4.08,30,,,12,12,0,0,0.5,,169.2,182,13,68,14,128,86,77,1.47
780,2015,13,켈리,SK,4.13,30,,,11,10,0,0,0.524,,181,188,16,54,5,139,87,83,1.34
781,2015,14,옥스프링,KT,4.48,31,,,12,10,0,0,0.545,,185,200,23,66,10,142,104,92,1.44
782,2015,15,피어밴드,넥센,4.67,30,,,13,11,0,0,0.542,,177.1,202,23,61,12,137,101,92,1.48
783,2015,16,탈보트,한화,4.72,30,,,10,11,0,0,0.476,,156.1,153,11,85,13,120,93,82,1.52
784,2015,17,차우찬,삼성,4.79,31,,,13,7,0,1,0.65,,173,160,28,74,5,194,98,92,1.35
785,2015,18,루카스,LG,4.93,33,,,10,11,0,1,0.476,,171.2,175,11,108,14,151,103,94,1.65
786,2015,19,스틴슨,KIA,4.96,32,,,11,10,0,0,0.524,,167,190,15,64,14,93,100,92,1.52
787,2015,20,클로이드,삼성,5.19,28,,,11,11,0,0,0.5,,159.2,190,24,38,12,123,103,92,1.43
788,2016,1,니퍼트,두산,2.95,28,,,22,3,0,0,0.88,,167.2,151,15,57,9,142,61,55,1.24
789,2016,2,장원준,두산,3.32,27,,,15,6,0,0,0.714,,168,161,14,76,9,137,66,62,1.41
790,2016,3,헥터,KIA,3.4,31,,,15,5,0,0,0.75,,206.2,211,7,51,6,139,88,78,1.27
791,2016,4,켈리,SK,3.68,31,,,9,8,0,0,0.529,,200.1,205,15,60,7,152,91,82,1.32
792,2016,4,양현종,KIA,3.68,31,,,10,12,0,0,0.455,,200.1,191,19,77,2,146,96,82,1.34
793,2016,6,보우덴,두산,3.8,30,,,18,7,0,0,0.72,,180,159,17,54,6,160,83,76,1.18
794,2016,7,신재영,넥센,3.9,30,,,15,7,0,0,0.682,,168.2,192,19,21,11,99,76,73,1.26
795,2016,8,류제국,LG,4.3,29,,,13,11,0,0,0.542,,161.1,152,14,70,21,138,83,77,1.38
796,2016,9,레일리,롯데,4.34,31,,,8,10,0,0,0.444,,184.2,207,21,51,17,147,105,89,1.4
797,2016,10,윤성환,삼성,4.35,28,,,11,10,0,0,0.524,,180,202,25,41,13,85,95,87,1.35
798,2016,11,유희관,두산,4.41,30,,,15,6,0,0,0.714,,185.2,212,22,58,6,102,95,91,1.45
799,2016,12,피어밴드,KT,4.45,31,,,7,13,0,0,0.35,,182,231,23,48,10,144,97,90,1.53
800,2016,13,스튜어트,NC,4.56,27,,,12,8,0,0,0.6,,150,160,11,55,8,118,79,76,1.43
801,2016,14,차우찬,삼성,4.73,24,,,12,6,0,0,0.667,,152.1,168,16,65,8,120,87,80,1.53
802,2016,15,소사,LG,5.16,33,,,10,9,0,0,0.526,,199,258,12,38,9,107,121,114,1.49
803,2016,16,지크,KIA,5.27,30,,,10,13,0,0,0.435,,152,188,16,68,5,125,104,89,1.68
804,2016,17,린드블럼,롯데,5.28,30,,,10,13,0,0,0.435,,177.1,197,28,77,9,148,109,104,1.55
805,2017,1,피어밴드,KT,3.04,26,,,8,10,0,0,0.444,,160,153,20,31,7,132,67,54,1.15
806,2017,2,장원준,두산,3.14,29,,,14,9,0,0,0.609,,180.1,172,12,51,14,125,70,63,1.24
807,2017,3,해커,NC,3.42,26,,,12,7,0,0,0.632,,160.1,159,14,29,14,97,64,61,1.17
808,2017,4,차우찬,LG,3.43,28,,,10,7,0,0,0.588,,175.2,171,20,38,7,157,75,67,1.19
809,2017,5,양현종,KIA,3.44,31,,,20,6,0,0,0.769,,193.1,209,17,45,0,158,88,74,1.31
810,2017,6,헥터,KIA,3.48,30,,,20,5,0,0,0.8,,201.2,221,21,45,5,149,83,78,1.32
811,2017,7,켈리,SK,3.6,30,,,16,7,0,0,0.696,,190,204,16,45,11,189,85,76,1.31
812,2017,8,박세웅,롯데,3.68,28,,,12,6,0,0,0.667,,171.1,170,21,56,9,117,74,70,1.32
813,2017,9,레일리,롯데,3.8,30,,,13,7,0,0,0.65,,187.1,199,19,44,17,156,87,79,1.3
814,2017,10,소사,LG,3.88,30,,,11,11,1,0,0.5,,185.1,189,11,38,3,153,86,80,1.22
815,2017,11,니퍼트,두산,4.06,30,,,14,8,0,0,0.636,,179.2,175,20,77,10,161,88,81,1.4
816,2017,12,박종훈,SK,4.1,29,,,12,7,0,1,0.632,,151.1,145,16,61,25,107,74,69,1.36
817,2017,13,팻딘,KIA,4.14,30,,,9,7,0,0,0.563,,176,211,22,39,16,143,86,81,1.42
818,2017,14,윤성환,삼성,4.28,28,,,12,9,0,0,0.571,,174.1,181,22,37,15,130,86,83,1.25
819,2017,15,브리검,넥센,4.38,24,,,10,6,0,0,0.625,,144,166,17,26,13,98,77,70,1.33
820,2017,16,최원태,넥센,4.46,25,,,11,7,0,0,0.611,,149.1,161,19,34,12,126,76,74,1.31
821,2017,17,유희관,두산,4.53,30,,,11,6,0,1,0.647,,188.2,228,20,41,10,106,104,95,1.43
822,2017,18,로치,KT,4.69,28,,,4,15,0,0,0.211,,165,200,18,60,13,99,106,86,1.58
823,2017,19,문승원,SK,5.33,29,,,6,12,0,0,0.333,,155.1,181,25,54,11,86,98,92,1.51
824,2018,1,린드블럼,두산,2.88,26,,,15,4,0,0,0.789,,168.2,142,16,38,8,157,56,54,1.07
825,2018,2,윌슨,LG,3.07,26,,,9,4,0,0,0.692,,170,158,11,35,6,149,63,58,1.14
826,2018,3,소사,LG,3.52,27,,,9,9,0,0,0.5,,181.1,192,16,28,4,181,83,71,1.21
827,2018,4,이용찬,두산,3.63,25,,,15,3,0,0,0.833,,144,151,14,36,8,102,62,58,1.3
828,2018,5,후랭코프,두산,3.74,28,,,18,3,0,0,0.857,,149.1,118,12,55,22,134,64,62,1.16
829,2018,6,브리검,넥센,3.84,31,,,11,7,0,1,0.611,,199,188,19,50,19,175,89,85,1.2
830,2018,7,켈리,SK,4.09,28,,,12,7,0,0,0.632,,158.1,152,18,47,13,161,78,72,1.26
831,2018,8,양현종,KIA,4.15,29,,,13,11,0,0,0.542,,184.1,199,21,43,2,152,88,85,1.31
832,2018,9,박종훈,SK,4.18,30,,,14,8,0,0,0.636,,159.1,158,16,54,20,133,81,74,1.33
833,2018,10,니퍼트,KT,4.25,29,,,8,8,0,0,0.5,,175.2,209,26,39,9,165,88,83,1.41
834,2018,11,피어밴드,KT,4.3,27,,,8,8,0,0,0.5,,163.1,186,24,38,6,141,90,78,1.37
835,2018,12,문승원,SK,4.6,31,,,8,9,1,1,0.471,,150.2,180,24,37,4,122,86,77,1.44
836,2018,13,헥터,KIA,4.6,29,,,11,10,0,0,0.524,,174,209,25,36,4,137,102,89,1.41
837,2018,14,샘슨,한화,4.68,30,,,13,8,0,0,0.619,,161.2,144,17,79,5,195,91,84,1.38
838,2018,15,레일리,롯데,4.74,30,,,11,13,0,0,0.458,,178.1,180,24,54,18,178,106,94,1.31
839,2018,16,이재학,NC,4.79,29,,,5,13,0,0,0.278,,152.1,157,13,49,10,116,87,81,1.35
840,2018,17,한현희,넥센,4.79,30,,,11,7,0,0,0.611,,169,208,22,49,20,105,98,90,1.52
841,2018,18,산체스,SK,4.89,29,,,8,8,0,1,0.5,,145.1,161,26,39,7,124,90,79,1.38
842,2018,19,아델만,삼성,5.05,31,,,8,12,0,0,0.4,,171,202,20,54,11,137,101,96,1.5
843,2018,20,베렛,NC,5.28,29,,,6,10,0,0,0.375,,155,178,24,59,9,144,94,91,1.53
844,2018,21,보니야,삼성,5.3,29,,,7,10,0,0,0.412,,168,193,23,63,12,151,111,99,1.52
845,2018,22,금민철,KT,5.41,29,,,8,12,0,0,0.4,,156.1,212,19,68,7,79,104,94,1.79
846,2018,23,임찬규,LG,5.77,29,,,11,11,1,0,0.5,,146.2,195,23,47,13,125,104,94,1.65
847,2018,24,차우찬,LG,6.09,29,,,12,10,0,0,0.545,,170,177,27,79,10,136,119,115,1.51
848,2018,25,김원중,롯데,6.94,30,,,8,7,0,0,0.533,,145.1,173,28,77,11,137,115,112,1.72
849,2019,1,양현종,KIA,2.29,29,,,16,8,0,0,0.667,,184.2,165,6,33,2,163,56,47,1.07
850,2019,2,린드블럼,두산,2.5,30,,,20,3,0,0,0.87,,194.2,165,13,29,6,189,57,54,1
851,2019,3,김광현,SK,2.51,31,,,17,6,0,0,0.739,,190.1,198,13,38,2,180,64,53,1.24
852,2019,4,켈리,LG,2.55,29,,,14,12,0,0,0.538,,180.1,164,7,41,16,126,70,51,1.14
853,2019,5,산체스,SK,2.62,28,,,17,5,0,0,0.773,,165,151,2,42,2,148,51,48,1.17
854,2019,6,윌슨,LG,2.92,30,,,14,7,0,0,0.667,,185,171,7,44,10,137,77,60,1.16
855,2019,7,브리검,키움,2.96,28,,,13,5,0,0,0.722,,158.1,148,5,46,12,130,62,52,1.23
856,2019,8,루친스키,NC,3.05,30,,,9,9,0,0,0.5,,177.1,164,13,45,11,119,68,60,1.18
857,2019,9,요키시,키움,3.13,30,,,13,9,0,0,0.591,,181.1,166,9,39,11,141,72,63,1.13
