,0,int,str,str,float,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int
0,,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,E,SAC,SF
673,2004,13,박용택,LG,0.3,109,435,393,51,118,15,2,16,185,58,,,,,,,,6,1
674,2004,14,장성호,KIA,0.3,130,561,474,78,142,29,0,19,228,80,,,,,,,,0,4
675,2004,15,라이온,롯데,0.3,102,438,404,52,121,28,0,12,185,55,,,,,,,,1,3
676,2004,16,정경배,SK,0.296,105,421,362,51,107,23,0,9,157,47,,,,,,,,13,3
677,2004,17,박경완,SK,0.295,132,526,410,94,121,19,1,34,244,79,,,,,,,,6,2
678,2004,18,강동우,삼성,0.295,132,497,438,59,129,22,1,3,162,49,,,,,,,,7,1
679,2004,19,이숭용,현대,0.293,133,549,468,60,137,29,0,9,193,85,,,,,,,,4,6
680,2004,20,전준호,현대,0.292,132,581,487,88,142,10,7,4,178,48,,,,,,,,24,2
681,2004,21,데이비스,한화,0.291,119,510,440,70,128,26,1,19,213,77,,,,,,,,2,4
682,2004,22,마틴,LG,0.291,107,420,358,45,104,16,4,9,155,52,,,,,,,,0,5
683,2004,23,김동주,두산,0.286,124,517,430,72,123,19,1,19,201,76,,,,,,,,0,2
684,2004,24,박진만,현대,0.286,129,506,434,65,124,18,0,17,193,69,,,,,,,,10,5
685,2004,25,장원진,두산,0.284,130,486,429,51,122,15,4,5,160,49,,,,,,,,5,3
686,2004,26,손인호,롯데,0.284,122,480,408,54,116,21,2,5,156,42,,,,,,,,1,4
687,2004,27,심재학,KIA,0.282,128,469,372,64,105,23,2,22,198,81,,,,,,,,3,9
688,2004,28,박종호,삼성,0.282,132,587,514,78,145,25,0,8,194,59,,,,,,,,13,4
689,2004,29,마해영,KIA,0.281,124,519,437,54,123,16,0,11,172,71,,,,,,,,1,11
690,2004,30,이호준,SK,0.28,133,578,497,87,139,22,2,30,255,112,,,,,,,,2,6
691,2005,1,이병규,LG,0.337,119,517,466,62,157,24,2,9,212,75,,,,,,,,1,7
692,2005,2,데이비스,한화,0.323,118,507,431,90,139,24,0,24,235,86,,,,,,,,0,6
693,2005,3,김태균,한화,0.317,124,529,461,73,146,33,2,23,252,100,,,,,,,,0,2
694,2005,4,김재현,SK,0.315,120,499,400,63,126,17,0,19,200,77,,,,,,,,0,3
695,2005,5,이종범,KIA,0.312,118,495,430,69,134,25,2,6,181,36,,,,,,,,7,0
696,2005,6,임재철,두산,0.31,109,401,336,41,104,13,3,3,132,30,,,,,,,,22,4
697,2005,7,박재홍,SK,0.304,109,495,421,76,128,21,1,18,205,63,,,,,,,,2,3
698,2005,8,클리어,LG,0.303,110,453,402,64,122,23,4,15,198,61,,,,,,,,0,5
699,2005,9,조원우,한화,0.302,95,392,351,43,106,17,1,6,143,42,,,,,,,,3,3
700,2005,10,장성호,KIA,0.3,123,533,464,70,139,23,1,16,212,74,,,,,,,,1,4
701,2005,11,박한이,삼성,0.295,123,551,471,62,139,21,0,9,187,59,,,,,,,,12,4
702,2005,12,김한수,삼성,0.293,114,465,406,55,119,18,0,15,182,73,,,,,,,,3,3
703,2005,13,안경현,두산,0.293,105,415,355,54,104,19,0,4,135,62,,,,,,,,4,3
704,2005,14,서튼,현대,0.292,119,521,424,76,124,18,2,35,251,102,,,,,,,,0,7
705,2005,15,이진영,SK,0.291,122,523,453,76,132,19,1,20,213,74,,,,,,,,8,4
706,2005,16,진갑용,삼성,0.288,110,406,347,34,100,17,0,6,135,41,,,,,,,,11,4
707,2005,17,정수근,롯데,0.286,109,431,370,63,106,21,2,0,131,29,,,,,,,,6,2
708,2005,18,장원진,두산,0.286,123,478,423,58,121,16,0,3,146,42,,,,,,,,2,2
709,2005,19,정경배,SK,0.286,126,502,427,49,122,16,1,11,173,63,,,,,,,,14,7
710,2005,20,펠로우,롯데,0.284,109,443,398,56,113,15,1,23,199,69,,,,,,,,0,4
711,2005,21,박용택,LG,0.28,126,523,472,90,132,25,1,15,204,71,,,,,,,,0,3
712,2005,22,김민재,SK,0.277,125,508,440,58,122,19,0,2,147,37,,,,,,,,16,4
713,2005,23,손시헌,두산,0.276,126,480,416,59,115,18,5,4,155,60,,,,,,,,6,6
714,2005,24,심정수,삼성,0.275,124,528,433,77,119,14,0,28,217,87,,,,,,,,0,2
715,2005,25,조동찬,삼성,0.274,122,447,387,55,106,16,0,16,170,63,,,,,,,,3,3
716,2005,26,정수성,현대,0.273,118,429,366,53,100,14,5,0,124,19,,,,,,,,19,3
717,2005,27,이범호,한화,0.273,126,513,444,69,121,27,1,26,228,68,,,,,,,,1,6
718,2005,28,홍성흔,두산,0.272,115,433,394,41,107,17,0,11,157,74,,,,,,,,4,3
719,2005,29,이호준,SK,0.271,105,411,354,59,96,16,1,21,177,65,,,,,,,,0,2
720,2005,30,송지만,현대,0.271,123,510,436,70,118,22,0,24,212,74,,,,,,,,4,3
721,2006,1,이대호,롯데,0.336,122,499,443,71,149,26,0,26,253,88,,,,,,,,0,1
722,2006,2,이택근,현대,0.322,118,486,419,58,135,21,2,9,187,66,,,,,,,,9,4
723,2006,3,이용규,KIA,0.318,125,552,485,78,154,25,9,1,200,39,,,,,,,,7,1
724,2006,4,장성호,KIA,0.306,126,540,445,62,136,24,2,13,203,79,,,,,,,,3,6
725,2006,5,양준혁,삼성,0.303,126,533,413,63,125,31,1,13,197,81,,,,,,,,1,7
726,2006,6,이병규,LG,0.297,120,515,478,51,142,29,1,7,194,55,,,,,,,,1,1
727,2006,7,박용택,LG,0.294,126,534,476,69,140,26,3,16,220,64,,,,,,,,1,4
728,2006,8,정성훈,현대,0.291,122,492,416,56,121,26,0,13,186,66,,,,,,,,12,8
729,2006,9,김태균,한화,0.291,124,511,423,66,123,27,0,13,189,73,,,,,,,,0,4
730,2006,10,진갑용,삼성,0.288,110,408,358,28,103,22,0,6,143,47,,,,,,,,9,7
731,2006,11,홍성흔,두산,0.287,119,424,390,36,112,16,0,10,158,56,,,,,,,,2,2
732,2006,12,김재현,SK,0.287,109,441,356,42,102,16,1,8,144,51,,,,,,,,1,2
733,2006,13,이숭용,현대,0.286,119,449,370,44,106,12,0,7,139,43,,,,,,,,12,3
734,2006,14,박한이,삼성,0.285,126,567,471,89,134,21,2,6,177,43,,,,,,,,7,3
735,2006,15,데이비스,한화,0.284,117,479,415,62,118,21,0,21,202,74,,,,,,,,0,5
736,2006,16,이재주,KIA,0.284,115,436,377,38,107,26,0,13,172,59,,,,,,,,1,4
737,2006,17,정근우,SK,0.284,120,487,430,69,122,19,4,8,173,42,,,,,,,,13,4
738,2006,18,안경현,두산,0.284,125,499,423,45,120,21,0,15,186,70,,,,,,,,5,5
739,2006,19,이종욱,두산,0.284,120,448,388,76,110,14,6,1,139,32,,,,,,,,11,1
740,2006,20,박진만,삼성,0.283,115,452,382,54,108,22,1,11,165,65,,,,,,,,2,5
741,2006,21,김동수,현대,0.279,115,391,333,38,93,12,0,5,120,40,,,,,,,,17,4
742,2006,22,호세,롯데,0.277,122,504,415,59,115,21,0,22,202,78,,,,,,,,0,3
743,2006,23,이진영,SK,0.273,118,473,428,54,117,13,0,11,163,41,,,,,,,,2,0
744,2006,24,송지만,현대,0.27,119,510,441,76,119,16,0,16,183,53,,,,,,,,12,1
745,2006,25,손시헌,두산,0.267,126,462,404,29,108,16,4,2,138,34,,,,,,,,11,2
746,2006,26,조원우,한화,0.267,106,391,341,48,91,10,0,1,104,25,,,,,,,,11,4
747,2006,27,서튼,현대,0.266,93,394,331,50,88,18,1,18,162,61,,,,,,,,0,2
748,2006,28,조동찬,삼성,0.259,107,421,370,51,96,13,0,10,139,46,,,,,,,,15,1
749,2006,29,박재홍,SK,0.259,124,529,452,61,117,22,1,18,195,73,,,,,,,,2,6
750,2006,30,이범호,한화,0.257,126,497,421,53,108,25,1,20,195,73,,,,,,,,1,3
751,2007,1,이현곤,KIA,0.338,126,521,453,63,153,31,0,2,190,48,,,,,,,,13,8
752,2007,2,양준혁,삼성,0.337,123,544,442,78,149,34,0,22,249,72,,,,,,,,1,2
753,2007,3,이대호,롯데,0.335,121,514,415,79,139,21,1,29,249,87,,,,,,,,0,5
754,2007,4,정근우,SK,0.323,111,391,341,62,110,24,2,9,165,44,,,,,,,,9,0
755,2007,5,김동주,두산,0.322,119,481,382,68,123,24,0,19,204,78,,,,,,,,0,2
756,2007,6,크루즈,한화,0.321,121,498,418,68,134,30,0,22,230,85,,,,,,,,0,4
757,2007,7,이종욱,두산,0.316,123,528,465,84,147,20,12,1,194,46,,,,,,,,6,4
758,2007,8,이호준,SK,0.313,101,391,351,56,110,22,1,14,176,71,,,,,,,,0,6
759,2007,9,이택근,현대,0.313,116,495,438,74,137,15,1,11,187,56,,,,,,,,5,2
760,2007,10,박진만,삼성,0.312,100,400,333,34,104,25,0,7,150,56,,,,,,,,5,5
761,2007,11,브룸바,현대,0.308,126,547,438,75,135,13,0,29,235,87,,,,,,,,0,5
762,2007,12,이대형,LG,0.308,125,509,451,68,139,13,1,1,157,31,,,,,,,,13,2
763,2007,13,최동수,LG,0.306,125,493,431,49,132,23,0,12,191,58,,,,,,,,3,6
764,2007,14,전준호,현대,0.296,121,430,371,52,110,8,1,1,123,13,,,,,,,,8,2
765,2007,15,정수근,롯데,0.293,105,395,341,45,100,25,1,4,139,36,,,,,,,,9,2
766,2007,16,김태균,한화,0.29,118,491,393,62,114,13,0,21,190,85,,,,,,,,0,6
767,2007,17,정성훈,현대,0.29,122,503,445,59,129,29,1,16,208,76,,,,,,,,7,3
768,2007,18,이종열,LG,0.285,121,459,389,46,111,13,2,4,140,53,,,,,,,,19,4
769,2007,19,발데스,LG,0.283,116,512,435,50,123,15,0,13,177,72,,,,,,,,0,5
770,2007,20,정보명,롯데,0.282,119,436,394,40,111,24,3,2,147,45,,,,,,,,5,3
771,2007,21,조인성,LG,0.282,124,464,419,44,118,24,0,13,181,73,,,,,,,,6,5
772,2007,22,장성호,KIA,0.281,116,464,395,55,111,22,0,11,166,62,,,,,,,,0,3
773,2007,23,송지만,현대,0.281,120,478,413,54,116,25,0,15,186,64,,,,,,,,10,5
774,2007,24,이용규,KIA,0.28,118,491,439,61,123,17,8,0,156,27,,,,,,,,5,3
775,2007,25,박재홍,SK,0.28,115,400,347,53,97,19,1,17,169,54,,,,,,,,1,7
776,2007,26,박용택,LG,0.278,126,532,479,69,133,24,4,14,207,66,,,,,,,,4,5
777,2007,27,안경현,두산,0.274,109,400,351,26,96,17,4,2,127,49,,,,,,,,4,6
778,2007,28,김민재,한화,0.273,118,451,395,43,108,17,0,6,143,47,,,,,,,,20,1
779,2007,29,강민호,롯데,0.271,125,474,413,48,112,20,0,14,174,68,,,,,,,,17,3
780,2007,30,고영민,두산,0.268,126,536,444,89,119,29,1,12,186,66,,,,,,,,8,6
781,2008,1,김현수,두산,0.357,126,558,470,83,168,34,5,9,239,89,,,,,,,,0,2
782,2008,2,홍성흔,두산,0.331,114,460,423,45,140,19,2,8,187,63,,,,,,,,3,5
783,2008,3,최정,SK,0.328,114,476,406,77,133,24,1,12,195,61,,,,,,,,10,2
784,2008,4,조성환,롯데,0.327,123,525,462,79,151,27,3,10,214,81,,,,,,,,4,11
785,2008,5,김태균,한화,0.324,115,484,410,81,133,27,1,31,255,92,,,,,,,,0,5
786,2008,6,박재홍,SK,0.318,112,471,396,66,126,26,2,19,213,72,,,,,,,,0,3
787,2008,7,이택근,우리,0.317,110,428,372,59,118,19,1,12,175,58,,,,,,,,1,3
788,2008,8,박한이,삼성,0.316,104,442,370,57,117,17,2,4,150,41,,,,,,,,5,3
789,2008,9,정근우,SK,0.314,124,550,491,73,154,20,4,8,206,58,,,,,,,,6,4
790,2008,10,김주찬,롯데,0.313,104,458,412,75,129,16,7,1,162,42,,,,,,,,9,5
791,2008,11,이용규,KIA,0.312,106,473,417,62,130,24,6,0,166,38,,,,,,,,6,0
792,2008,12,전준호,우리,0.31,114,391,352,44,109,16,5,1,138,24,,,,,,,,1,2
793,2008,13,김동주,두산,0.309,109,451,363,55,112,12,2,18,182,104,,,,,,,,0,13
794,2008,14,김원섭,KIA,0.305,106,404,344,55,105,14,4,0,127,30,,,,,,,,4,2
795,2008,15,이종욱,두산,0.301,122,522,458,98,138,14,5,0,162,28,,,,,,,,6,2
796,2008,16,이대호,롯데,0.301,122,527,435,73,131,23,0,18,208,94,,,,,,,,0,12
797,2008,17,안치용,LG,0.295,101,421,370,46,109,27,3,7,163,52,,,,,,,,3,9
798,2008,18,브룸바,우리,0.293,102,420,358,39,105,17,0,13,161,61,,,,,,,,0,4
799,2008,19,강민호,롯데,0.292,122,501,435,51,127,25,1,19,211,82,,,,,,,,0,10
800,2008,20,박기혁,롯데,0.291,113,404,351,47,102,13,1,1,120,36,,,,,,,,8,3
801,2008,21,가르시아,롯데,0.283,125,513,460,68,130,25,2,30,249,111,,,,,,,,0,2
802,2008,22,송지만,우리,0.28,118,451,414,48,116,18,0,13,173,62,,,,,,,,0,4
803,2008,23,박석민,삼성,0.279,126,499,416,65,116,27,1,14,187,64,,,,,,,,8,2
804,2008,24,양준혁,삼성,0.278,114,443,385,49,107,16,2,8,151,49,,,,,,,,2,2
805,2008,25,이범호,한화,0.276,125,508,434,80,120,21,3,19,204,77,,,,,,,,0,4
806,2008,26,최형우,삼성,0.276,126,440,384,68,106,24,0,19,187,71,,,,,,,,0,2
807,2008,27,강정호,우리,0.271,116,408,362,36,98,18,1,8,142,47,,,,,,,,7,3
808,2008,28,정성훈,우리,0.27,109,399,355,43,96,21,2,3,130,34,,,,,,,,2,1
809,2008,29,고영민,두산,0.267,126,528,427,84,114,15,3,9,162,70,,,,,,,,7,6
810,2008,30,김태완,한화,0.266,124,450,383,44,102,16,0,23,187,73,,,,,,,,0,6
811,2009,1,박용택,LG,0.372,111,506,452,91,168,31,5,18,263,74,,,,,,,,3,9
812,2009,2,홍성흔,롯데,0.371,119,487,426,71,158,33,0,12,227,64,,,,,,,,0,7
813,2009,3,김현수,두산,0.357,133,572,482,97,172,31,6,23,284,104,,,,,,,,0,6
814,2009,4,김동주,두산,0.353,105,426,354,63,125,28,0,19,210,86,,,,,,,,0,3
815,2009,5,정근우,SK,0.35,127,565,480,98,168,29,4,9,232,59,,,,,,,,2,5
816,2009,6,페타지니,LG,0.332,115,498,388,62,129,16,0,26,223,100,,,,,,,,0,6
817,2009,7,김상현,KIA,0.315,121,496,448,77,141,30,2,36,283,127,,,,,,,,0,1
818,2009,8,이택근,히어로즈,0.311,123,538,456,84,142,26,0,15,213,66,,,,,,,,1,4
819,2009,9,김주찬,롯데,0.31,109,479,435,77,135,30,5,7,196,51,,,,,,,,4,6
820,2009,10,강봉규,삼성,0.31,126,529,449,89,139,24,2,20,227,78,,,,,,,,6,1
821,2009,11,최희섭,KIA,0.308,131,545,435,98,134,23,0,33,256,100,,,,,,,,0,7
822,2009,12,강동우,한화,0.302,128,585,506,88,153,30,2,10,217,48,,,,,,,,4,5
823,2009,13,최준석,두산,0.302,116,417,361,49,109,11,0,17,171,94,,,,,,,,0,4
824,2009,14,정성훈,LG,0.301,121,494,419,62,126,19,2,10,179,70,,,,,,,,8,4
825,2009,15,김원섭,KIA,0.301,101,426,356,74,107,14,9,8,163,43,,,,,,,,5,3
826,2009,16,이진영,LG,0.3,120,425,380,50,114,18,1,14,176,69,,,,,,,,2,2
827,2009,17,이원석,두산,0.298,125,414,376,49,112,20,4,9,167,53,,,,,,,,0,5
828,2009,18,이숭용,히어로즈,0.296,114,422,362,47,107,20,3,4,145,52,,,,,,,,4,6
829,2009,19,박재상,SK,0.295,133,614,515,84,152,31,4,15,236,81,,,,,,,,20,5
830,2009,20,채태인,삼성,0.293,118,425,368,58,108,26,2,17,189,72,,,,,,,,1,2
831,2009,21,이대호,롯데,0.293,133,549,478,73,140,28,1,28,254,100,,,,,,,,0,4
832,2009,22,신명철,삼성,0.291,124,485,423,71,123,17,2,20,204,61,,,,,,,,10,3
833,2009,23,클락,히어로즈,0.29,125,559,486,85,141,24,4,24,245,90,,,,,,,,0,2
834,2009,24,김태완,한화,0.289,112,446,360,62,104,17,2,23,194,68,,,,,,,,0,3
835,2009,25,손시헌,두산,0.289,121,476,412,56,119,22,3,11,180,59,,,,,,,,7,3
836,2009,26,송지만,히어로즈,0.289,115,439,374,69,108,15,3,22,195,67,,,,,,,,1,4
837,2009,27,나주환,SK,0.288,118,454,382,60,110,13,0,15,168,65,,,,,,,,20,4
838,2009,28,강정호,히어로즈,0.286,133,538,476,73,136,33,2,23,242,81,,,,,,,,8,5
839,2009,29,이범호,한화,0.284,126,499,436,64,124,21,0,25,220,79,,,,,,,,0,3
840,2009,30,최형우,삼성,0.284,113,481,415,70,118,24,0,23,211,83,,,,,,,,1,3
841,2010,1,이대호,롯데,0.364,127,552,478,99,174,13,0,44,319,133,,,,,,,,0,3
842,2010,2,홍성흔,롯데,0.35,111,498,431,88,151,28,1,26,259,116,,,,,,,,1,5
843,2010,3,조성환,롯데,0.336,111,458,414,83,139,31,0,8,194,52,,,,,,,,2,3
844,2010,4,이진영,LG,0.331,104,417,378,56,125,28,0,7,174,50,,,,,,,,2,4
845,2010,5,최준석,두산,0.321,127,482,424,63,136,26,1,22,230,82,,,,,,,,1,2
846,2010,6,조인성,LG,0.317,133,511,457,69,145,24,1,28,255,107,,,,,,,,5,5
847,2010,7,김현수,두산,0.317,132,565,473,88,150,29,0,24,251,89,,,,,,,,0,8
848,2010,8,김강민,SK,0.317,115,450,401,74,127,19,2,10,180,72,,,,,,,,11,3
849,2010,9,이종욱,두산,0.312,114,471,413,66,129,16,2,5,164,45,,,,,,,,6,3
850,2010,10,이용규,KIA,0.307,129,555,472,74,145,19,1,3,175,51,,,,,,,,7,3
851,2010,11,박정권,SK,0.306,124,505,431,76,132,19,4,18,213,76,,,,,,,,2,4
852,2010,12,손아섭,롯데,0.306,121,487,422,85,129,23,0,11,185,47,,,,,,,,9,5
853,2010,13,정근우,SK,0.305,128,563,485,75,148,25,2,2,183,48,,,,,,,,22,1
854,2010,14,강민호,롯데,0.305,117,465,410,66,125,19,1,23,215,72,,,,,,,,0,5
855,2010,15,박석민,삼성,0.303,112,457,356,58,108,18,0,15,171,64,,,,,,,,5,5
856,2010,16,박한이,삼성,0.301,128,470,379,64,114,21,2,11,172,63,,,,,,,,10,5
857,2010,17,강정호,넥센,0.301,133,522,449,60,135,30,2,12,205,58,,,,,,,,3,2
858,2010,18,정원석,한화,0.3,118,428,353,39,106,20,3,7,153,42,,,,,,,,11,8
859,2010,19,최정,SK,0.3,123,493,400,84,120,31,1,20,213,80,,,,,,,,16,8
860,2010,19,박용택,LG,0.3,107,420,370,62,111,21,0,9,159,45,,,,,,,,6,1
861,2010,21,김동주,두산,0.295,110,470,387,60,114,22,0,20,196,67,,,,,,,,1,5
862,2010,22,유한준,넥센,0.291,131,543,481,52,140,27,0,9,194,79,,,,,,,,8,4
863,2010,23,안치홍,KIA,0.291,133,537,461,79,134,21,3,8,185,50,,,,,,,,16,4
864,2010,24,송지만,넥센,0.291,127,432,375,52,109,15,1,17,177,63,,,,,,,,2,6
865,2010,25,이병규,LG,0.29,117,451,404,49,117,14,1,9,160,64,,,,,,,,4,6
866,2010,26,최희섭,KIA,0.286,126,532,444,78,127,22,1,21,214,84,,,,,,,,0,3
867,2010,27,장기영,넥센,0.283,119,493,435,60,123,16,10,1,162,47,,,,,,,,12,4
868,2010,28,신명철,삼성,0.28,125,476,397,56,111,22,1,9,162,57,,,,,,,,13,6
869,2010,29,최형우,삼성,0.279,121,506,420,71,117,29,1,24,220,97,,,,,,,,2,5
870,2010,30,김주찬,롯데,0.276,118,535,485,89,134,18,4,9,187,40,,,,,,,,11,3
871,2011,1,이대호,롯데,0.357,133,570,493,76,176,26,1,27,285,113,,,,,,,,0,6
872,2011,2,최형우,삼성,0.34,133,571,480,80,163,37,3,30,296,118,,,,,,,,0,10
873,2011,3,이병규,LG,0.338,127,519,485,64,164,24,0,16,236,75,,,,,,,,2,2
874,2011,4,이용규,KIA,0.333,111,503,421,84,140,16,2,3,169,33,,,,,,,,7,3
875,2011,5,손아섭,롯데,0.326,116,492,442,79,144,25,5,15,224,83,,,,,,,,1,4
876,2011,6,안치홍,KIA,0.315,115,433,378,54,119,21,4,5,163,46,,,,,,,,17,2
877,2011,7,최정,SK,0.31,113,488,403,64,125,25,1,20,212,75,,,,,,,,13,6
878,2011,8,홍성흔,롯데,0.306,132,535,474,70,145,24,2,6,191,67,,,,,,,,0,5
879,2011,9,이종욱,두산,0.303,121,499,436,64,132,11,5,5,168,44,,,,,,,,5,4
880,2011,10,박용택,LG,0.302,115,450,414,57,125,21,1,15,193,64,,,,,,,,1,4
881,2011,11,김현수,두산,0.301,130,561,475,71,143,25,2,13,211,91,,,,,,,,0,9
882,2011,12,전준우,롯데,0.301,133,601,539,97,162,38,5,11,243,64,,,,,,,,2,3
883,2011,13,이대수,한화,0.301,122,420,366,46,110,16,3,8,156,50,,,,,,,,14,4
884,2011,14,양의지,두산,0.301,119,438,376,43,113,14,3,4,145,46,,,,,,,,11,4
885,2011,15,정성훈,LG,0.291,127,494,422,61,123,18,1,10,173,57,,,,,,,,11,7
886,2011,16,김선빈,KIA,0.29,98,412,335,58,97,12,2,4,125,47,,,,,,,,20,5
887,2011,17,황재균,롯데,0.289,117,458,398,62,115,18,4,12,177,68,,,,,,,,3,8
888,2011,18,강민호,롯데,0.289,124,506,450,63,130,25,2,19,216,66,,,,,,,,0,1
889,2011,19,유한준,넥센,0.289,121,511,447,64,129,23,2,3,165,54,,,,,,,,4,4
890,2011,20,강동우,한화,0.288,133,599,518,83,149,13,3,13,207,51,,,,,,,,12,4
891,2011,21,김동주,두산,0.286,120,483,406,57,116,24,1,17,193,75,,,,,,,,0,3
892,2011,22,정수빈,두산,0.285,128,476,414,66,118,17,8,1,154,38,,,,,,,,8,3
893,2011,23,강정호,넥센,0.282,123,504,444,53,125,22,2,9,178,63,,,,,,,,3,5
894,2011,24,김상수,삼성,0.278,128,476,406,53,113,16,4,2,143,47,,,,,,,,15,1
895,2011,25,박석민,삼성,0.278,128,537,457,74,127,24,3,15,202,86,,,,,,,,5,3
896,2011,26,오재원,두산,0.277,129,529,466,73,129,18,4,6,173,46,,,,,,,,12,3
897,2011,27,최진행,한화,0.276,127,511,434,63,120,11,1,19,190,85,,,,,,,,0,3
898,2011,28,최준석,두산,0.271,124,485,421,49,114,26,0,15,185,75,,,,,,,,2,5
899,2011,29,한상훈,한화,0.269,131,485,398,49,107,12,3,3,134,39,,,,,,,,33,2
900,2011,30,조인성,LG,0.267,117,441,390,46,104,14,2,15,167,59,,,,,,,,2,1
901,2012,1,김태균,한화,0.363,126,513,416,61,151,24,0,16,223,80,,,,,,,,0,5
902,2012,2,강정호,넥센,0.314,124,519,436,77,137,32,0,25,244,82,,,,,,,,1,5
903,2012,3,손아섭,롯데,0.314,132,556,503,61,158,26,0,5,199,58,,,,,,,,2,4
904,2012,4,박석민,삼성,0.312,127,549,443,79,138,19,3,23,232,91,,,,,,,,2,5
905,2012,5,정성훈,LG,0.31,107,438,365,50,113,27,3,12,182,53,,,,,,,,2,5
906,2012,6,이승엽,삼성,0.307,126,556,488,84,150,28,2,21,245,85,,,,,,,,1,4
907,2012,7,이진영,LG,0.307,105,412,365,39,112,18,0,4,142,55,,,,,,,,0,2
908,2012,8,박용택,LG,0.305,127,556,499,82,152,34,3,11,225,76,,,,,,,,1,7
909,2012,9,박한이,삼성,0.304,111,463,388,61,118,19,4,1,148,51,,,,,,,,13,3
910,2012,10,김원섭,KIA,0.303,120,472,386,60,117,21,4,3,155,61,,,,,,,,12,3
911,2012,11,이호준,SK,0.3,127,504,426,55,128,26,0,18,208,78,,,,,,,,0,1
912,2012,12,이병규,LG,0.3,118,455,420,52,126,25,1,5,168,41,,,,,,,,5,6
913,2012,13,최정,SK,0.3,130,553,474,85,142,33,1,26,255,84,,,,,,,,3,6
914,2012,14,김주찬,롯데,0.294,118,488,435,62,128,27,3,5,176,39,,,,,,,,11,5
915,2012,15,홍성흔,롯데,0.292,113,443,390,48,114,20,0,15,179,74,,,,,,,,1,3
916,2012,16,김현수,두산,0.291,122,491,437,47,127,17,1,7,167,65,,,,,,,,0,5
917,2012,17,박병호,넥센,0.29,133,560,469,76,136,34,0,31,263,105,,,,,,,,0,7
918,2012,18,안치홍,KIA,0.288,132,558,489,60,141,31,2,3,185,64,,,,,,,,14,7
919,2012,19,이용규,KIA,0.283,125,580,491,86,139,14,2,2,163,37,,,,,,,,10,3
920,2012,20,김선빈,KIA,0.281,126,532,441,63,124,19,2,5,162,55,,,,,,,,25,6
921,2012,21,이대수,한화,0.279,118,425,376,36,105,23,4,4,148,48,,,,,,,,14,5
922,2012,22,양의지,두산,0.279,122,416,359,39,100,22,1,5,139,27,,,,,,,,9,1
923,2012,23,김상수,삼성,0.274,129,489,419,64,115,18,4,2,147,36,,,,,,,,16,6
924,2012,24,나지완,KIA,0.274,124,480,398,40,109,17,1,11,161,56,,,,,,,,8,5
925,2012,25,강민호,롯데,0.273,119,454,400,41,109,21,0,19,187,66,,,,,,,,0,2
926,2012,26,황재균,롯데,0.272,133,504,448,42,122,19,1,4,155,51,,,,,,,,11,2
927,2012,27,김강민,SK,0.272,123,474,427,49,116,20,0,5,151,31,,,,,,,,11,3
928,2012,28,최형우,삼성,0.271,125,531,461,51,125,27,1,14,196,77,,,,,,,,0,10
929,2012,29,서건창,넥센,0.266,127,501,433,70,115,21,10,1,159,40,,,,,,,,13,3
930,2012,30,정근우,SK,0.266,127,534,467,53,124,13,4,8,169,46,,,,,,,,12,2
931,2013,1,이병규,LG,0.348,98,401,374,39,130,19,3,5,170,74,,,,,,,,0,3
932,2013,2,손아섭,롯데,0.345,128,568,498,83,172,23,4,11,236,69,,,,,,,,0,3
933,2013,3,이진영,LG,0.329,106,411,368,41,121,26,1,3,158,62,,,,,,,,1,3
934,2013,4,박용택,LG,0.328,125,539,476,79,156,22,4,7,207,67,,,,,,,,0,7
935,2013,5,김태균,한화,0.319,101,430,345,41,110,24,0,10,164,52,,,,,,,,0,4
936,2013,6,민병헌,두산,0.319,119,449,383,71,122,21,7,9,184,65,,,,,,,,12,7
937,2013,7,박석민,삼성,0.318,117,474,396,61,126,24,0,18,204,76,,,,,,,,0,2
938,2013,8,박병호,넥센,0.318,128,556,450,91,143,17,0,37,271,117,,,,,,,,0,6
939,2013,9,최정,SK,0.316,120,525,434,75,137,18,0,28,239,83,,,,,,,,1,2
940,2013,10,정성훈,LG,0.312,121,477,407,64,127,22,1,9,178,62,,,,,,,,0,4
941,2013,11,신종길,KIA,0.31,104,427,377,55,117,22,5,4,161,50,,,,,,,,11,4
942,2013,12,이종욱,두산,0.307,110,456,401,77,123,23,6,6,176,52,,,,,,,,12,2
943,2013,13,최형우,삼성,0.305,128,573,511,80,156,28,0,29,271,98,,,,,,,,0,8
944,2013,14,김현수,두산,0.302,122,510,434,63,131,23,1,16,204,90,,,,,,,,0,12
945,2013,15,김강민,SK,0.301,105,397,352,39,106,22,3,10,164,55,,,,,,,,2,3
946,2013,16,최진행,한화,0.3,106,422,367,39,110,27,0,8,161,53,,,,,,,,1,1
947,2013,17,홍성흔,두산,0.299,127,538,469,61,140,21,0,15,206,72,,,,,,,,3,3
948,2013,18,김상수,삼성,0.298,115,422,372,57,111,17,3,7,155,44,,,,,,,,9,6
949,2013,19,배영섭,삼성,0.295,113,476,393,66,116,16,4,2,146,38,,,,,,,,8,3
950,2013,20,이용규,KIA,0.295,100,453,390,74,115,20,1,2,143,22,,,,,,,,10,2
951,2013,21,박정권,SK,0.292,110,434,363,56,106,20,1,18,182,70,,,,,,,,0,6
